employee_id,department,job_level,employment_type,work_mode,age,tenure_years,annual_salary_usd,workload_score,overtime_hours_month,manager_support_score,promotion_wait_years,promotion_count,training_hours_year,satisfaction_score,engagement_score,performance_score,absenteeism_days_year,attrition
EMP-00185,Sales,Mid,Full-time,On-site,37,6.9,45100,7.2,8.7,7.7,3.6,1,19.7,8.6,7.5,8.8,7.5,0
EMP-00186,Finance,Mid,Full-time,Hybrid,24,0.2,66000,5.2,0.0,5.7,0.1,1,19.7,7.1,6.1,6.5,3.5,0
EMP-00187,Marketing,Mid,Full-time,Hybrid,25,3.2,72200,2.0,0.0,8.4,0.1,1,9.8,5.3,8.8,7.4,0.0,0
EMP-00188,Engineering,Mid,Full-time,Hybrid,28,4.5,60300,5.0,0.0,5.0,4.3,2,20.0,7.0,5.7,5.2,5.9,0
EMP-00189,Marketing,Mid,Full-time,Remote,22,3.3,72400,10.0,27.3,7.5,2.2,1,21.6,6.0,4.5,6.2,8.1,0
EMP-00190,Sales,Mid,Full-time,On-site,29,2.0,78900,5.7,7.3,8.9,0.1,0,24.3,7.5,7.2,7.7,5.7,0
EMP-00191,Engineering,Mid,Full-time,On-site,22,2.1,71300,7.1,7.4,6.6,0.1,0,22.0,6.3,5.9,7.2,10.8,0
EMP-00192,Finance,Entry,Full-time,On-site,26,0.2,52000,7.9,15.6,4.3,0.4,0,39.4,4.5,5.3,6.9,8.0,1
EMP-00193,Customer Success,Senior,Full-time,On-site,39,8.1,85600,8.0,16.4,7.5,6.2,2,21.9,4.1,6.1,6.4,4.3,0
EMP-00194,Finance,Mid,Full-time,On-site,35,6.6,81900,9.6,17.6,4.9,2.2,2,26.8,5.4,5.8,8.7,10.6,1
EMP-00195,Marketing,Senior,Full-time,Hybrid,38,9.0,92000,6.1,0.0,6.6,2.7,3,9.9,7.7,7.1,7.5,4.4,0
EMP-00196,Customer Success,Senior,Full-time,On-site,30,5.7,81900,6.8,17.6,7.3,3.2,1,23.9,5.5,4.7,7.5,3.0,0
EMP-00197,HR,Senior,Full-time,Hybrid,40,7.6,96700,7.4,10.5,7.0,3.0,3,32.8,6.0,5.9,5.7,6.8,0
EMP-00198,Engineering,Mid,Full-time,Remote,31,6.3,67400,5.4,14.6,5.3,4.5,1,16.1,6.9,5.2,6.9,1.8,0
EMP-00199,Sales,Senior,Full-time,Hybrid,28,6.2,85000,5.1,0.0,6.0,3.9,1,16.5,8.9,7.3,7.3,0.0,0
EMP-00200,Sales,Senior,Full-time,Hybrid,44,5.9,73200,6.3,0.0,6.0,4.0,1,21.7,7.5,6.0,6.6,7.3,1
EMP-00201,Operations,Mid,Full-time,On-site,37,4.9,50800,5.4,3.4,6.5,3.6,1,26.2,5.9,6.8,7.4,3.0,0
EMP-00202,Marketing,Entry,Full-time,Remote,21,2.3,44200,6.7,19.4,10.0,0.7,0,9.0,7.9,8.1,9.8,6.3,0
EMP-00203,Engineering,Mid,Full-time,Hybrid,28,1.6,56200,6.0,16.8,7.3,0.9,0,41.3,8.1,6.5,7.5,5.4,0
EMP-00204,Operations,Mid,Full-time,Hybrid,33,3.1,58200,5.5,10.8,5.5,0.1,0,21.3,7.9,7.8,7.1,0.3,0
EMP-00205,Operations,Manager,Full-time,Hybrid,40,8.4,104100,5.7,15.7,4.5,3.7,3,28.3,6.0,5.0,6.9,4.3,1
EMP-00206,Operations,Mid,Full-time,Hybrid,36,6.1,57600,7.2,4.2,8.1,1.3,2,30.5,6.5,7.1,8.9,5.9,0
EMP-00207,Engineering,Mid,Full-time,Hybrid,25,0.8,61800,7.1,9.2,9.0,0.1,0,6.8,6.7,6.2,8.0,8.9,0
EMP-00208,Engineering,Entry,Full-time,Hybrid,21,0.7,60800,4.5,0.0,9.9,0.1,0,42.6,8.2,9.8,8.0,9.7,0
EMP-00209,Operations,Manager,Full-time,On-site,35,6.2,101900,7.1,17.3,8.2,0.3,2,17.3,7.7,5.4,5.7,3.9,0
EMP-00210,Operations,Manager,Full-time,On-site,34,6.4,105500,5.5,0.0,10.0,1.9,2,29.7,7.9,7.7,5.8,4.9,0
EMP-00211,Engineering,Mid,Full-time,Hybrid,23,2.7,74100,6.8,3.4,7.9,0.1,1,23.2,7.7,7.5,7.7,8.4,0
EMP-00212,Finance,Manager,Full-time,Hybrid,34,9.0,96300,2.7,0.0,6.8,4.2,2,15.4,6.5,6.9,7.0,12.1,0
EMP-00213,Sales,Mid,Full-time,Hybrid,32,4.7,50200,8.5,6.3,6.4,1.5,1,21.8,5.7,6.7,5.9,10.2,0
EMP-00214,Customer Success,Entry,Full-time,Hybrid,32,3.6,44300,5.8,0.0,6.8,0.9,1,45.5,7.7,8.8,5.9,0.0,0
EMP-00215,Engineering,Manager,Full-time,Hybrid,29,6.0,132400,6.6,10.8,7.5,3.0,1,35.0,7.1,5.5,7.3,8.8,0
EMP-00216,Sales,Entry,Full-time,Hybrid,26,1.7,48900,5.6,0.0,6.8,1.0,0,30.3,8.2,8.0,7.7,2.8,0
EMP-00217,Sales,Mid,Full-time,Hybrid,41,5.1,79900,5.3,3.3,4.4,3.0,1,20.5,5.7,6.4,8.4,13.4,0
EMP-00218,HR,Manager,Full-time,Remote,43,7.0,95700,5.8,7.3,5.5,3.0,2,32.3,7.1,6.0,6.3,1.8,1
EMP-00219,Finance,Entry,Full-time,Hybrid,22,3.6,54100,6.2,4.4,7.9,2.9,1,41.8,7.5,6.7,8.0,7.7,0
EMP-00220,Engineering,Mid,Full-time,Hybrid,26,2.1,80500,6.6,6.0,10.0,0.1,0,10.2,5.2,5.6,6.7,0.4,0
EMP-00221,Customer Success,Mid,Full-time,Hybrid,32,2.6,51600,8.2,24.5,7.3,0.1,0,7.3,4.9,7.0,6.6,7.2,1
EMP-00222,Customer Success,Mid,Full-time,Hybrid,29,2.4,71000,7.4,17.5,8.6,0.1,0,4.6,6.0,7.2,7.1,7.5,0
EMP-00223,Finance,Mid,Full-time,On-site,33,4.6,74200,5.7,7.7,8.2,0.7,2,36.8,9.3,7.6,8.0,5.8,0
EMP-00224,Customer Success,Mid,Full-time,Remote,32,4.9,51500,4.7,0.0,7.9,2.7,1,28.7,8.2,8.1,8.5,3.6,0
EMP-00225,Customer Success,Mid,Full-time,On-site,30,5.4,66700,7.7,19.4,6.3,1.4,2,8.4,5.4,7.3,7.7,13.8,0
EMP-00226,Sales,Senior,Full-time,On-site,35,5.3,103800,6.6,10.1,8.6,3.3,1,0.0,5.9,6.0,6.4,7.5,1
EMP-00227,Finance,Manager,Full-time,Hybrid,45,10.1,109900,6.7,9.1,6.0,5.7,2,21.8,4.9,4.2,6.8,3.4,0
EMP-00228,HR,Senior,Full-time,On-site,37,6.8,75600,6.6,17.3,2.2,5.0,1,33.4,4.2,3.8,7.4,7.1,1
EMP-00229,Finance,Mid,Full-time,On-site,30,4.7,58600,6.8,4.5,9.5,0.1,2,31.5,7.5,7.2,8.7,0.0,0
EMP-00230,Operations,Mid,Full-time,Hybrid,43,4.9,64400,5.4,6.2,8.1,2.3,1,20.8,7.7,6.9,7.6,0.0,0
EMP-00231,Engineering,Mid,Full-time,Hybrid,40,5.7,68200,6.1,5.8,9.7,0.4,1,18.5,7.6,7.6,9.6,3.9,0
EMP-00232,Engineering,Senior,Full-time,Hybrid,36,7.7,92100,8.7,25.1,7.1,2.5,2,29.8,6.2,7.7,6.0,5.6,0
EMP-00233,Operations,Senior,Full-time,Hybrid,35,4.5,70700,4.8,3.4,10.0,0.1,1,29.1,7.5,8.2,7.4,5.5,0
EMP-00234,Finance,Entry,Part-time,Remote,28,2.8,59600,4.9,15.5,6.6,1.5,0,14.5,7.2,6.4,5.5,6.2,0
EMP-00235,Customer Success,Manager,Full-time,Hybrid,44,8.3,105300,5.7,7.3,6.9,3.7,2,26.4,6.7,8.1,6.4,4.9,0
EMP-00236,Sales,Mid,Part-time,Hybrid,38,7.8,81900,5.8,10.0,7.3,6.9,2,17.3,5.3,5.3,8.2,2.9,0
EMP-00237,Sales,Entry,Full-time,Remote,28,3.3,40200,6.7,0.0,9.0,1.7,0,29.5,8.5,8.7,7.2,3.6,0
EMP-00238,Marketing,Mid,Full-time,On-site,37,6.6,60400,6.1,8.6,7.7,1.7,1,12.4,5.9,5.4,7.4,5.5,0
EMP-00239,Sales,Mid,Full-time,Remote,29,3.6,61400,4.6,1.5,8.3,1.1,1,12.2,8.3,6.9,6.1,2.3,0
EMP-00240,Customer Success,Senior,Full-time,Hybrid,35,5.8,87900,6.5,10.3,6.9,4.0,1,41.5,6.5,5.8,7.1,4.3,0
EMP-00241,Operations,Senior,Full-time,Hybrid,38,9.4,75800,8.5,10.5,7.0,8.0,2,19.0,6.0,6.7,7.7,3.9,0
EMP-00242,HR,Senior,Full-time,Hybrid,39,5.3,88800,5.1,12.3,7.7,3.1,1,34.7,5.6,6.7,6.5,1.7,1
EMP-00243,HR,Senior,Full-time,On-site,36,8.3,91100,5.6,8.3,4.9,6.1,2,36.4,5.0,4.8,7.5,8.6,0
EMP-00244,Customer Success,Manager,Full-time,Hybrid,36,6.0,101500,7.6,23.5,7.8,2.5,1,28.8,5.1,6.3,8.9,11.5,1
EMP-00245,Engineering,Entry,Full-time,On-site,30,2.5,63400,5.6,3.7,5.1,0.5,1,22.4,7.2,9.1,5.7,7.4,0
EMP-00246,Engineering,Mid,Full-time,Remote,28,4.1,71100,5.0,11.7,4.9,0.4,1,29.8,6.6,7.4,6.5,6.6,0
EMP-00247,Customer Success,Mid,Full-time,Remote,40,6.4,72000,6.7,10.2,7.6,0.1,1,12.5,7.4,6.7,8.8,8.1,0
EMP-00248,Engineering,Senior,Full-time,On-site,39,9.8,97900,6.3,12.0,5.6,8.1,2,17.3,5.0,4.8,6.9,0.9,0
EMP-00249,Engineering,Senior,Full-time,Hybrid,37,4.6,79200,5.0,10.3,8.4,0.1,1,18.1,7.8,8.9,8.3,4.4,0
EMP-00250,Sales,Mid,Full-time,Hybrid,32,2.7,77000,6.5,5.5,9.0,0.1,0,15.5,8.5,7.1,9.3,11.5,0
EMP-00251,HR,Senior,Part-time,On-site,46,8.6,96900,10.0,24.9,8.3,7.6,3,31.7,5.0,4.1,7.4,13.7,1
EMP-00252,Engineering,Mid,Full-time,Hybrid,32,5.4,73300,5.4,9.4,4.8,2.0,1,11.7,5.8,5.4,7.1,0.0,1
EMP-00253,Engineering,Manager,Part-time,On-site,42,11.1,137300,8.2,16.9,7.2,7.0,3,29.5,5.9,6.0,6.5,8.7,1
EMP-00254,HR,Mid,Full-time,Remote,33,7.5,60300,5.5,2.0,6.8,1.2,3,31.7,7.3,6.5,6.9,3.9,1
EMP-00255,Finance,Mid,Full-time,Hybrid,27,2.5,72800,6.6,12.4,5.9,0.4,0,11.9,4.8,5.0,4.1,14.6,0
EMP-00256,Marketing,Mid,Full-time,Hybrid,27,3.8,78800,4.5,10.7,5.0,0.1,1,13.0,6.1,5.8,5.2,7.0,0
EMP-00257,Sales,Mid,Full-time,On-site,42,2.7,79500,6.0,9.8,5.5,0.7,0,27.2,4.4,5.4,5.6,6.1,0
EMP-00258,HR,Mid,Full-time,On-site,33,3.3,60500,6.1,1.6,8.2,0.9,0,36.9,6.5,8.4,7.7,4.9,0
EMP-00259,HR,Senior,Part-time,Hybrid,36,6.2,80900,6.2,16.5,5.9,4.3,1,29.9,6.2,5.8,6.6,11.2,0
EMP-00260,Finance,Mid,Full-time,On-site,38,5.4,61900,6.4,0.0,7.6,5.5,1,6.4,6.2,6.8,8.4,4.4,0
EMP-00261,HR,Mid,Full-time,Hybrid,35,5.1,63300,7.0,17.7,6.3,2.9,2,28.9,7.5,5.8,8.0,2.0,0
EMP-00262,Customer Success,Entry,Full-time,Hybrid,21,0.2,35200,6.7,16.6,5.9,0.1,0,34.3,6.0,4.4,3.4,5.1,1
EMP-00263,Customer Success,Senior,Full-time,Hybrid,43,9.9,79100,7.7,17.8,7.3,7.3,2,34.6,5.8,6.2,9.0,11.4,0
EMP-00264,Operations,Manager,Full-time,On-site,43,6.4,92900,6.6,18.1,4.7,2.2,2,20.0,4.5,6.1,6.6,8.7,0
EMP-00265,Marketing,Senior,Full-time,Hybrid,35,5.5,79000,5.9,5.3,7.9,3.1,1,14.2,6.4,6.7,5.8,5.0,0
EMP-00266,Engineering,Senior,Full-time,On-site,37,6.7,89800,5.4,13.1,6.9,2.9,1,19.7,6.9,5.8,6.1,7.5,0
EMP-00267,Customer Success,Mid,Full-time,On-site,28,4.9,65500,7.1,15.3,7.7,1.5,1,19.0,6.0,4.7,5.1,10.4,0
EMP-00268,Engineering,Senior,Full-time,Hybrid,26,6.6,86600,8.0,11.7,7.4,1.1,2,32.8,5.2,4.9,7.1,5.3,0
EMP-00269,Operations,Entry,Full-time,On-site,30,2.3,31500,6.5,5.1,7.9,0.1,0,25.7,6.8,6.2,6.7,3.5,0
EMP-00270,Finance,Manager,Full-time,Remote,37,8.7,100800,4.1,14.1,6.8,2.6,3,21.8,6.0,6.9,9.0,8.8,0
EMP-00271,Engineering,Senior,Full-time,On-site,38,8.6,82600,6.6,6.8,5.4,4.3,2,18.2,6.2,4.4,5.2,6.1,0
EMP-00272,HR,Manager,Full-time,Remote,32,5.8,110200,6.9,17.4,9.6,0.1,1,41.7,6.8,6.5,7.4,4.4,0
EMP-00273,HR,Mid,Full-time,Hybrid,37,5.4,58500,5.8,0.9,8.4,3.5,2,19.6,7.5,6.7,7.9,9.4,0
EMP-00274,Marketing,Entry,Full-time,Hybrid,36,1.3,34900,4.6,8.1,8.0,0.5,1,34.8,8.4,6.4,8.6,7.7,0
EMP-00275,Customer Success,Senior,Full-time,Hybrid,39,6.6,95100,6.2,15.3,8.1,2.7,1,26.7,4.9,7.2,8.0,8.1,0
EMP-00276,Finance,Entry,Full-time,On-site,25,0.9,47000,8.6,19.1,4.5,0.1,1,27.9,5.2,6.2,5.8,3.3,0
EMP-00277,Engineering,Senior,Full-time,Hybrid,29,3.6,92300,6.7,11.5,4.8,0.1,1,17.2,3.4,4.1,5.6,4.4,1
EMP-00278,Engineering,Mid,Full-time,Hybrid,33,3.9,74300,5.9,8.9,9.0,1.9,2,32.0,6.2,7.8,8.4,10.9,0
EMP-00279,Sales,Entry,Full-time,On-site,33,3.5,52800,6.9,15.9,4.1,0.1,1,21.8,5.8,5.8,6.9,6.9,0
EMP-00280,Customer Success,Mid,Full-time,Hybrid,37,6.3,54800,7.9,15.6,5.8,0.1,1,19.4,5.6,8.3,7.1,11.6,0
EMP-00281,Operations,Entry,Full-time,Remote,29,2.8,50400,8.1,20.5,8.8,0.1,0,28.0,5.8,4.3,6.3,7.7,1
EMP-00282,Engineering,Mid,Full-time,Hybrid,30,3.0,88800,7.2,18.6,6.8,0.1,1,21.4,5.0,5.4,6.5,8.9,1
EMP-00283,Engineering,Entry,Full-time,On-site,29,1.2,52800,5.3,7.7,6.6,0.1,1,31.3,7.4,6.5,5.1,3.6,0
EMP-00284,Marketing,Entry,Full-time,Hybrid,21,0.2,56200,7.7,13.8,7.2,0.1,1,37.1,4.3,6.2,5.3,6.8,0
EMP-00285,Operations,Entry,Full-time,Remote,27,1.8,56300,6.5,16.4,6.7,0.9,0,25.2,5.4,4.6,5.5,9.8,0
EMP-00286,Operations,Senior,Full-time,On-site,37,7.1,85900,6.2,4.4,5.4,4.0,2,27.8,6.5,6.6,5.7,0.0,1
EMP-00287,Operations,Senior,Full-time,Hybrid,43,8.5,88800,6.1,7.2,5.1,4.7,2,21.4,5.5,6.1,5.7,7.0,0
EMP-00288,HR,Mid,Full-time,On-site,29,4.1,55900,6.1,7.7,7.1,0.1,1,8.9,6.0,7.3,8.5,6.3,0
EMP-00289,Customer Success,Mid,Full-time,Hybrid,36,5.9,57500,7.4,3.8,7.2,4.9,1,18.8,6.2,6.5,7.0,11.0,0
EMP-00290,Operations,Senior,Full-time,On-site,41,9.1,91000,7.7,15.8,8.4,2.3,2,7.2,4.7,4.7,9.3,11.6,1
EMP-00291,Customer Success,Manager,Full-time,On-site,45,9.6,110500,2.4,0.0,7.0,7.8,2,0.0,8.9,7.7,9.0,3.2,0
EMP-00292,Sales,Senior,Full-time,Hybrid,44,7.8,87900,5.1,1.8,4.3,5.5,2,44.3,6.2,7.0,8.1,8.5,0
EMP-00293,HR,Mid,Full-time,Hybrid,34,4.1,74000,5.0,3.4,5.3,0.1,1,27.3,7.4,5.2,5.6,6.5,0
EMP-00294,Customer Success,Manager,Full-time,On-site,35,5.0,105800,6.3,24.6,7.1,2.2,1,24.0,6.5,6.1,6.3,7.9,0
EMP-00295,Operations,Mid,Full-time,Hybrid,21,1.3,64300,6.9,2.3,7.8,0.1,0,34.4,7.1,6.4,7.5,11.6,0
EMP-00296,Customer Success,Mid,Full-time,Hybrid,21,0.3,75200,9.3,28.0,9.7,0.1,0,17.9,6.4,6.4,6.4,9.2,0
EMP-00297,Engineering,Senior,Full-time,Remote,35,7.1,112300,6.2,4.3,6.4,7.4,3,31.7,7.6,9.8,6.3,7.6,0
EMP-00298,Engineering,Senior,Full-time,On-site,32,6.2,100500,4.5,5.2,7.6,1.8,1,16.6,6.3,7.5,6.8,6.6,0
EMP-00299,Customer Success,Manager,Full-time,On-site,34,10.1,116300,6.6,10.0,7.4,8.6,2,29.4,6.6,6.6,5.6,8.3,0
EMP-00300,Marketing,Mid,Full-time,Hybrid,36,6.2,67300,5.7,0.0,8.9,2.8,2,23.7,8.3,8.3,8.5,5.0,0
EMP-00301,Operations,Mid,Part-time,Hybrid,27,4.7,82000,3.1,7.0,5.3,0.1,2,15.0,6.1,7.3,6.4,0.0,0
EMP-00302,Sales,Entry,Full-time,On-site,23,0.2,55100,4.6,7.3,5.4,0.1,0,32.9,8.1,7.6,5.8,5.5,0
EMP-00303,Engineering,Mid,Full-time,Hybrid,26,5.2,71300,6.9,5.4,6.3,3.7,1,11.8,6.0,6.0,7.3,10.1,0
EMP-00304,Customer Success,Entry,Full-time,Remote,28,0.2,41000,7.8,15.3,10.0,0.1,0,45.1,7.5,7.2,7.6,8.8,0
EMP-00305,Engineering,Senior,Full-time,On-site,34,5.3,82800,6.2,1.9,7.0,0.9,1,31.4,5.5,7.0,6.5,6.9,0
EMP-00306,Sales,Senior,Part-time,Hybrid,44,7.8,95600,5.3,9.6,9.4,4.5,2,39.3,8.7,10.0,9.1,9.5,0
EMP-00307,Finance,Senior,Full-time,On-site,53,8.1,77300,4.1,0.0,7.8,6.0,2,47.4,7.5,7.9,8.6,6.0,0
EMP-00308,Customer Success,Entry,Full-time,Hybrid,38,3.3,37100,7.6,11.9,7.4,1.4,0,23.4,6.0,5.4,5.3,5.7,1
EMP-00309,Customer Success,Mid,Full-time,Hybrid,33,5.0,57800,6.0,7.2,8.7,1.9,1,33.3,7.5,6.6,7.7,8.2,0
EMP-00310,Engineering,Mid,Full-time,Remote,30,0.9,77000,5.0,0.0,4.7,0.1,1,1.5,7.7,6.1,5.6,0.0,0
EMP-00311,Engineering,Entry,Full-time,On-site,25,0.4,39900,5.3,11.6,7.2,0.1,0,24.4,7.0,7.4,7.7,2.7,0
EMP-00312,Operations,Mid,Full-time,Remote,32,4.0,58800,6.0,14.2,8.2,0.9,1,9.4,6.7,5.9,7.8,8.3,0
EMP-00313,Customer Success,Mid,Part-time,Hybrid,21,1.1,64300,7.0,24.3,6.8,0.3,0,28.6,6.2,6.1,6.9,6.4,0
EMP-00314,Operations,Entry,Full-time,On-site,21,2.1,37200,8.8,25.4,6.0,0.1,0,32.0,5.0,7.7,5.7,3.6,0
EMP-00315,Operations,Mid,Full-time,Hybrid,22,3.1,60900,8.5,26.7,7.5,0.1,0,9.1,5.9,4.3,4.8,15.5,1
EMP-00316,Engineering,Senior,Full-time,Remote,52,8.9,95000,2.8,5.6,5.6,2.7,2,25.8,8.3,8.2,7.9,2.4,0
EMP-00317,Customer Success,Entry,Full-time,Hybrid,29,1.1,58700,7.7,13.6,5.4,0.1,1,14.0,6.6,6.4,4.2,9.0,1
EMP-00318,Customer Success,Manager,Full-time,On-site,42,9.9,105900,6.5,14.4,8.6,8.5,2,15.0,7.3,5.9,9.5,5.2,0
EMP-00319,Engineering,Mid,Full-time,Hybrid,43,8.7,77400,6.4,18.8,9.5,6.5,2,35.6,6.0,7.1,8.7,2.7,1
EMP-00320,Engineering,Manager,Full-time,Hybrid,44,7.8,120100,7.8,12.2,9.4,4.3,2,0.0,4.9,4.8,7.7,11.4,1
EMP-00321,Operations,Mid,Full-time,On-site,33,4.2,58300,5.8,11.3,9.2,0.1,1,10.9,6.6,6.6,6.5,8.6,1
EMP-00322,Operations,Senior,Full-time,Hybrid,46,8.7,88000,8.0,9.2,8.8,5.5,2,31.5,7.0,7.3,7.2,5.4,0
EMP-00323,Customer Success,Senior,Full-time,Hybrid,27,4.4,112100,8.1,13.8,7.6,0.3,1,30.4,4.8,5.4,8.4,10.0,1
EMP-00324,Marketing,Mid,Full-time,On-site,38,7.7,66200,6.1,9.1,4.9,3.9,2,27.0,5.4,4.1,5.7,3.7,0
EMP-00325,Customer Success,Senior,Full-time,On-site,31,4.4,96400,7.3,6.5,4.0,1.6,1,10.7,5.1,6.6,6.6,5.0,0
EMP-00326,Operations,Entry,Full-time,On-site,26,0.8,30000,6.8,12.7,8.7,0.1,0,27.0,7.5,6.9,8.2,2.2,1
EMP-00327,Sales,Senior,Full-time,Remote,40,7.6,93000,4.5,5.8,8.0,2.9,2,11.2,8.2,7.8,6.5,0.0,0
EMP-00328,Customer Success,Mid,Full-time,Hybrid,27,2.8,64900,8.0,0.0,8.3,0.1,0,19.2,7.1,4.5,8.5,14.5,0
EMP-00329,Operations,Manager,Full-time,Hybrid,49,9.2,111200,6.1,8.1,7.1,5.9,2,32.5,6.0,6.0,6.4,6.6,0
EMP-00330,Operations,Mid,Full-time,On-site,40,6.1,63300,7.5,10.2,8.2,1.9,1,4.6,5.8,7.3,7.5,5.9,1
EMP-00331,Sales,Senior,Full-time,Hybrid,36,7.2,109100,3.3,7.0,5.7,5.9,2,26.1,6.9,8.4,8.5,1.2,0
EMP-00332,Operations,Mid,Full-time,Hybrid,30,5.5,53000,5.5,15.1,6.2,4.2,1,17.7,6.7,7.3,7.0,5.5,0
EMP-00333,Customer Success,Mid,Full-time,Hybrid,40,4.3,59900,7.4,16.5,7.4,1.0,1,39.1,6.6,5.8,9.0,10.2,0
EMP-00334,Marketing,Senior,Full-time,Hybrid,47,7.9,78700,8.1,19.9,7.9,3.9,2,35.4,4.3,5.1,5.5,15.5,0
EMP-00335,Marketing,Entry,Full-time,On-site,21,0.2,37100,5.6,2.0,7.6,0.1,1,33.9,6.8,5.2,6.5,3.3,0
EMP-00336,Customer Success,Mid,Full-time,Hybrid,33,5.9,72600,5.9,1.8,7.8,2.9,2,22.3,8.3,7.2,8.0,4.7,0
EMP-00337,Operations,Mid,Full-time,Hybrid,32,5.2,52200,6.0,3.3,4.9,0.1,2,16.7,7.4,6.8,6.5,5.2,0
EMP-00338,Customer Success,Senior,Full-time,On-site,30,5.1,88100,8.3,10.3,5.1,2.6,1,26.3,5.0,5.1,6.0,3.8,0
EMP-00339,HR,Mid,Full-time,On-site,21,0.4,69800,3.9,5.4,8.3,0.1,0,14.9,8.3,7.0,6.3,4.0,0
EMP-00340,HR,Entry,Full-time,On-site,22,0.4,35100,5.9,11.9,5.8,0.1,0,28.1,6.5,6.0,7.2,1.3,0
EMP-00341,HR,Senior,Full-time,Hybrid,48,8.1,90100,5.8,6.8,7.5,3.4,2,22.5,8.0,7.2,6.8,4.2,0
EMP-00342,HR,Mid,Part-time,On-site,23,1.2,47300,5.1,10.9,7.3,0.1,0,21.6,7.1,6.7,7.5,3.4,0
EMP-00343,Engineering,Entry,Full-time,Hybrid,26,0.2,54500,5.8,15.1,8.4,0.1,1,44.9,6.9,6.3,5.5,8.9,0
EMP-00344,Marketing,Senior,Full-time,Hybrid,29,6.3,81300,8.7,17.5,6.7,4.7,1,34.3,5.1,6.3,8.3,9.3,0
EMP-00345,Operations,Senior,Full-time,On-site,38,4.2,86100,5.0,10.9,7.3,0.1,1,24.8,9.2,7.6,8.0,5.2,0
EMP-00346,Customer Success,Entry,Full-time,Remote,21,0.7,48000,9.6,28.9,7.2,0.1,1,30.2,5.1,5.6,5.6,12.1,1
EMP-00347,Customer Success,Senior,Full-time,On-site,38,6.0,82100,5.6,11.0,6.3,2.4,2,21.4,5.0,6.7,4.2,7.6,0
EMP-00348,Engineering,Mid,Full-time,On-site,31,3.5,68500,4.5,8.4,8.2,2.2,1,0.4,5.5,5.2,5.4,6.4,0
EMP-00349,Engineering,Mid,Full-time,Hybrid,23,2.7,72200,5.9,15.2,7.8,0.1,1,18.9,6.9,7.3,7.5,4.2,0
EMP-00350,Operations,Mid,Part-time,On-site,39,4.6,71800,7.1,13.7,8.0,3.7,1,20.2,7.1,8.3,8.4,1.3,0
EMP-00351,Engineering,Mid,Full-time,On-site,29,3.3,80800,4.6,0.0,3.3,0.1,0,21.8,5.3,6.7,6.3,5.3,0
EMP-00352,Marketing,Senior,Full-time,On-site,31,4.7,69400,6.5,6.2,5.0,1.3,2,34.5,7.1,7.0,6.1,2.1,0
EMP-00353,Engineering,Manager,Full-time,Hybrid,43,6.3,108300,10.0,17.0,7.2,6.4,1,45.0,4.2,3.9,5.6,13.0,1
EMP-00354,Customer Success,Entry,Full-time,Hybrid,29,2.9,39500,6.4,0.6,6.4,0.1,0,26.6,8.6,8.2,8.7,2.9,0
EMP-00355,Engineering,Entry,Full-time,On-site,24,3.2,50900,6.0,11.3,9.9,0.9,0,36.9,7.2,7.6,8.2,4.8,0
EMP-00356,Marketing,Senior,Full-time,On-site,38,6.2,86400,4.7,11.8,7.0,3.5,1,23.0,7.6,8.5,8.0,7.2,0
EMP-00357,Sales,Senior,Full-time,Hybrid,43,8.7,87700,5.9,2.7,7.8,3.4,3,41.0,8.3,8.0,5.9,8.6,0
EMP-00358,Customer Success,Entry,Full-time,On-site,31,2.9,43400,5.5,4.8,6.0,2.1,0,20.4,6.8,7.2,9.8,2.6,0
EMP-00359,Sales,Mid,Full-time,On-site,40,4.7,62700,7.0,1.7,4.8,1.2,1,32.0,7.5,7.6,6.5,3.7,0
EMP-00360,Customer Success,Mid,Full-time,Hybrid,35,5.2,54600,5.5,1.9,7.2,2.6,2,4.1,6.9,6.7,7.1,9.8,1
EMP-00361,Marketing,Senior,Part-time,Hybrid,41,7.5,92200,5.8,13.2,6.6,4.3,2,25.1,5.8,7.0,8.2,6.1,0
EMP-00362,Engineering,Senior,Part-time,On-site,40,7.8,98000,6.2,5.8,8.3,2.3,3,28.8,8.3,8.2,7.2,11.1,0
EMP-00363,Operations,Manager,Full-time,Hybrid,47,7.0,113500,4.9,12.6,8.1,3.6,3,23.6,6.3,6.1,9.2,3.3,0
EMP-00364,Operations,Mid,Full-time,On-site,37,7.4,58300,7.2,27.4,6.4,4.4,3,12.3,5.3,6.5,7.3,9.2,0
EMP-00365,HR,Senior,Full-time,On-site,26,2.8,78500,5.8,0.0,8.7,2.4,0,37.3,8.1,7.8,7.8,0.0,0
EMP-00366,Customer Success,Senior,Full-time,On-site,39,6.5,86300,8.4,21.3,6.0,3.4,2,19.7,4.4,4.7,8.1,7.3,0
EMP-00367,Operations,Mid,Full-time,Hybrid,30,3.5,79700,7.0,8.6,7.3,0.1,1,13.8,8.5,5.8,7.3,0.5,0
EMP-00368,Engineering,Manager,Full-time,On-site,46,7.4,127400,6.5,0.0,8.3,4.7,2,31.0,6.0,7.4,8.5,6.1,0
EMP-00369,HR,Mid,Full-time,On-site,38,3.6,64100,7.1,2.7,8.6,0.1,1,25.7,6.9,7.1,6.4,5.6,0
EMP-00370,Engineering,Mid,Full-time,Hybrid,38,5.2,71100,4.7,0.0,6.6,3.3,1,36.8,8.3,3.8,7.3,1.2,0
